1,11419,3459,213,312,90,441,172,247
2,9116,2421,2430,99,385,47,227,180,310,130,364,43,241,171,306
3,8159,1899,1940,1979,85,275,27,157,181,327,66,182,35,164,186,383,115,298,29,172,187,268
4,8018,1830,1739,1761,1841,21,120,43,137,186,433,84,297,10,123,209,311,57,237,17,117,212,368,134,338,20,157,186,235
5,8292,1758,1679,1748,1635,1677,150,246,18,159,212,252,49,164,25,122,215,326,40,130,23,111,234,403,21,252,9,82,241,342,66,246,15,86,250,351
