1,480445
2,239156
3,159249
4,121221
5,98002
6,83288
7,72813
8,65270
9,59269
10,54810
11,51254
12,48235
13,45908
14,44284
15,42777
16,41416
17,40134
18,39409
19,38783
20,38241
21,37691
22,37350
23,36978
24,36621
25,36263
