1,3961,1192,62,44,30,0,200,64
2,2206,647,613,29,53,16,0,111,50,35,68,16,0,81,37
3,2237,605,613,648,47,98,9,0,108,42,37,108,12,0,100,41,4,19,9,0,154,61
