1,407553,121795,3303,11397,870,12615,9898,15890
2,285583,80305,80806,2112,7031,400,6435,9561,12362,2063,7206,471,6892,8997,12147
3,227268,62399,62266,62513,1475,5351,302,4598,8159,9987,1630,5511,268,4511,8258,9950,1632,5470,300,4588,8167,9961
4,190943,51444,51641,51440,50999,1142,4375,253,3483,7183,8544,1302,4617,226,3502,7182,8484,1198,4461,205,3569,7163,8358,1237,4408,186,3307,7377,8616
5,175094,46207,45909,46125,46521,45888,1063,3978,145,2833,7056,7832,1089,3793,170,2753,7106,7909,1199,3820,199,2919,7007,7646,945,3838,217,2846,7048,7878,914,3873,139,2741,7032,8026
6,164545,42534,42127,42573,42560,42368,42632,775,3473,148,2431,6886,7390,1296,3734,127,2333,6895,7182,790,3357,151,2324,6937,7638,684,3476,147,2444,6758,7565,976,3486,113,2311,7017,7407,816,3411,184,2609,6622,7395
7,153948,38883,39590,39199,38923,39048,39284,39167,691,3066,109,1917,6820,6965,614,3317,145,2218,6418,6933,928,3177,142,2098,6617,6803,1004,3312,107,2051,6594,6853,698,2991,125,2020,6680,7008,1012,3263,105,2213,6452,6782,588,3250,138,2134,6413,7064
