1,201016,58976,1634,5830,600,7200,2919,7206
2,146507,40393,38215,739,5982,402,4452,2252,5733,973,7024,199,3969,2263,5806
3,106731,27568,28177,28166,572,4921,188,2655,1783,4481,584,5412,213,2741,1735,4242,589,5593,204,2718,1725,4160
4,128477,31478,31883,31363,33103,478,7263,81,2929,2249,5506,455,7092,148,3069,2230,5332,499,6783,99,2948,2339,5465,452,6669,277,3316,2172,5296
5,96166,22935,23140,23547,23482,23372,496,5293,91,1914,1824,3899,382,5331,69,1881,1840,4138,323,4617,140,2093,1809,4220,482,4669,151,2065,1821,4091,399,4743,153,2035,1784,4058
6,98487,22405,23355,23400,22679,23904,23814,405,4807,58,1818,1971,4347,460,5694,82,1957,1823,4149,425,5195,87,2015,1916,4153,423,5330,43,1854,1887,4163,337,4901,166,2086,1891,4274,278,4622,171,2158,1914,4190
